Hybridization REF	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05
cg03147990	0.0441758531408243	ZNF585B	19	37701738
cg03148461	0.0764328492146364	BRAF	7	140625066
cg03149130	0.041995069247517	DIRAS2	9	93404977
cg03152385	0.226305355396827	RRN3	16	15188596
cg03152785	0.0194308929056234	KCNC4	1	110753723
cg03154500	0.0167777327704124	NA	NA	0
cg03154513	0.0135626679686999	ID1	20	30193400
cg03155724	0.0310073919837672	ASCC1;C10orf104	10	73975451
cg03156547	0.691616760117008	CDH24	14	23525003
cg03157149	0.00889983457277136	GDI2	10	5855170
cg03157806	0.52078763571716	TMEM185A	X	148713279
cg03158400	0.0346173315224822	FAM3B	21	42688886
cg03159329	0.0156701909804425	STK39	2	169103514
cg03159785	0.0111155315258959	SKIL	3	170075773
cg03159836	0.0264418913998018	ZFX	X	24168810
cg03160135	0.602771386329884	VGLL2	6	117586918
cg03160309	0.184560739477533	NA	NA	0
cg03160508	NA	RHOD	11	66823684
cg03160637	0.0267819666542488	DAK;DDB1	11	61101089
cg03160740	0.0527790478102194	VIPR1	3	42544400
cg03160815	0.0509327738566616	NPB	17	79859830
cg03161112	NA	ZNF24	18	32924652
cg03161453	0.779715060048523	BCOR	X	39962049
cg03161839	NA	ARHGEF1	19	42387947
cg03163246	0.85367012529326	PPBPL2	4	74921023
cg03164831	0.502903595494568	BRWD3	X	80065461
cg03165378	0.906675103390515	S100A9	1	153329882
cg03165700	0.0475198881432204	ATM;NPAT	11	108093220
cg03166779	0.0200349968113248	ETV1	7	14029285
cg03167275	0.0461196093418034	CXADR	21	18886093
cg03167339	NA	MICALL2	7	1498866
cg03167763	0.0541680498638425	UBXN10	1	20512397
cg03167883	0.159664454460686		8	49502967
cg03168296	0.0248925155834825	NOXA1;EXD3	9	140317011
cg03168582	0.14690539782867	DMRT1	9	841850
cg03169180	0.751757152239886	NLGN2	17	7310347
cg03169527	0.0164883135709181	C3orf31	3	11888582
cg03169715	0.016453779801966	HAS3	16	69140794
cg03171924	0.621548857254597	RUNX3	1	25258332
cg03172991	NA	NFIX	19	13105728
cg03173722	0.232224364719461	RUFY3	4	71587640
cg03176585	0.0171087344419844	MRPS35	12	27863646
cg03177025	0.0553401014072611	BRE;RBKS;LOC100302650	2	28112917
cg03177084	0.0154821553195653	PSME3	17	40985069
cg03179866	0.726847460902007	NA	NA	0
cg03184439	0.0267426022690398	ICT1	17	73008867
cg03184964	NA	SMARCC2	12	56584202
cg03188118	0.148838929714666	RGS6	14	72399809
cg03190825	0.197784656918591	CYP4F11	19	16045788
cg03192551	0.598476262505188	SLC25A39	17	42403152
cg03192737	0.1588453893159	OSTN	3	190931199
cg03196745	0.0232634837831649	SART3;ISCU	12	108956112
cg03197524	NA	TNIP1	5	150460989
cg03198372	0.239519368441059	KREMEN1	22	29468588
cg03199651	0.636971426574656	MSX1	4	4862770
cg03201604	0.0156530732346765	NAAA	4	76861293
cg03202897	0.573883596901133	FAM50B	6	3849688
cg03205208	0.0467864788440822	KIN;ATP5C1	10	7830848
cg03208093	NA	ZNF248	10	38147096
cg03209127	0.0134908478697719	B3GALNT2	1	235668099
cg03212129	0.0147042197934542	PDCD2L	19	34895470
cg03213216	0.105487055844911	RTN2;FLJ40125	19	46001735
cg03214212	0.0412083199266862	TSPAN13	7	16793334
cg03214697	0.293474534375322	SEC14L4	22	30901532
cg03217102	0.0627780722856966	NA	NA	0
cg03217964	0.0184511391479533	ZFP1	16	75182191
cg03218019	0.0176608389929109	DDOST	1	20987858
cg03218374	0.677207313590238	ANGPT4	20	896981
cg03218909	0.0938448843174945	HAPLN2	1	156589008
cg03221436	0.523894601189993	CCDC120	X	48916091
cg03221619	0.672284958403791	FCER2	19	7767348
cg03221676	0.0124237227092038	ZCCHC6	9	88969266
cg03221776	0.0151307826537598	MFSD3	8	145733971
cg03221914	0.502199061601047	HIST1H2AJ	6	27783331
cg03222066	0.773637196347992	ABCG4	11	119019384
cg03223878	0.0157835508290236	BHLHE40	3	5021310
cg03224418	0.209159246753024	SAMD10;PRPF6	20	62611858
cg03225779	0.0924739352117065	NA	NA	0
cg03227078	0.0468125315846026	ZNF221	19	44455454
cg03229887	0.0154669801329051	EIF2B3	1	45452240
cg03231024	0.0192045560605246	EFNA1	1	155100501
cg03234661	0.94284533925645	SLC10A1	14	70265290
cg03237153	0.578622289639999	NA	NA	0
cg03238797	0.0602961471510307	ADAMTS18	16	77468893
cg03240509	0.556028376715034	KCNA6	12	4918169
cg03240745	0.894429217820115	MEGF8	19	42841056
cg03241282	0.235715483419096	LOC348840	3	197807491
cg03242666	0.112884681640866	PMP22	17	15168570
cg03242880	0.898184138013741	BTG4;MIR34C;MIR34B	11	111382915
cg03243506	0.888410266610578	TMC2	20	2517231
cg03243700	0.0151898521427732	WDR5	9	137000940
cg03243895	0.0144705202333339	SPTAN1	9	131314908
cg03243946	0.119663751406963	LDHB	12	21811034
cg03245641	0.696804902575901	GPHA2	11	64703415
cg03245962	0.0160961560546187	XRN1	3	142167057
cg03247626	0.053439993978592	HINT3	6	126277793
cg03251079	0.500808412995988	HMGA2;RPSAP52	12	66218285
cg03251249	0.0119350072660829	SIRT1	10	69645012
cg03251655	NA	SLFN12	17	33759512
cg03251857	0.794910078659387	PPAPDC3	9	134164580
cg03256955	0.0300461482807275	TGFBR2	3	30649017
cg03257423	0.0733815941424004	ZFP112	19	44860820
cg03258472	0.356984141040914	CRB3	19	6463949
cg03259469	0.0409776701964807	SVIL	10	30025293
cg03260744	NA	TEKT2	1	36549062
cg03261004	0.00985118703179005	LOC100289341;MAN1B1	9	139981660
cg03262773	0.0302025548189221	RAD54L	1	46712613
cg03262918	0.0145742349596509	BBX	3	107241738
cg03264209	0.743790048657033		16	3931885
cg03264414	0.844303774879985	PAEP	9	138453697
cg03266453	0.357202363659382	EN1	2	119606055
cg03266904	0.0148823641601726	CNOT4	7	135194685
cg03270167	0.129637229917103	RAMP1	2	238768916
cg03270204	NA	DDR1	6	30851638
cg03270376	0.0170544588445107	RNF25;STK36	2	219536588
cg03271651	0.0379550904221687	POGZ	1	151431849
cg03271907	0.967775582637631	MGMT	10	131412643
cg03272031	0.0129505283870463	LOH12CR1;LOH12CR2	12	12509922
cg03273615	0.115915671897426	RBM41	X	106362373
cg03274654	0.014679504181129	KPNA3	13	50367395
cg03274876	0.0421393700953902	C4orf27	4	170679006
cg03275186	0.0278194516360694	COPS8	2	237994061
cg03276813	0.0114433669609606	SSFA2	2	182757157
cg03277051	0.0181036699707131	COL8A1;MIR548G	3	99356666
cg03277112	0.0229434848189143	MED23	6	131949711
cg03278643	0.748977060698027	EVC2	4	5710767
cg03278960	0.019143415859488	C16orf57;ZNF319	16	58035186
cg03279443	0.0256861304301841	VDAC2	10	76971052
cg03283421	0.739894008762337	FAM24B	10	124610984
cg03283569	0.0252798144976055	RABEPK	9	127963181
cg03283694	NA	SIGLEC11	19	50464713
cg03283842	0.03232460472672	FKBP7;PLEKHA3;MIR548N	2	179343803
cg03285457	0.204860161067032	LBX1;FLJ41350	10	102988529
cg03286783	0.0266248530864324	CASC4	15	44580973
cg03287877	0.912077117696068	NMT1;DCAKD	17	43139826
cg03289369	0.0202642472000039	AASDH	4	57253815
cg03289872	0.495883802503515	ZNF667	19	56989102
cg03290040	0.0230358078051362	CHCHD10	22	24110355
cg03291145	0.552592130892949	NA	NA	0
cg03292149	0.31400696009287	CBLC	19	45279765
cg03292388	0.160045009409747	CPZ	4	8594514
cg03293770	0.026023554617982	SDHAF2;CPSF7	11	61197075
cg03293882	0.0550011758847138	ZNF614	19	52531438
cg03294491	0.621785650966948	SMAD2	18	45458243
cg03294557	NA	SERPINB4	18	61312477
cg03294619	0.541195642713246	NKX2-5	5	172661803
cg03296929	0.415311759933023	NA	NA	0
cg03297731	NA	GDPD3;LOC100271831	16	30124293
cg03298413	0.0242335544671728	ATF6B	6	32095941
cg03301801	0.863072480679102	FNDC7	1	109264283
cg03302287	0.0138255951913043	PKP2	12	33049650
cg03305230	0.0395779585679727	RAI1	17	17585338
cg03308985	0.0158410942356638	DGCR6L	22	20307724
cg03309050	0.0133206794631439	ZNF688	16	30583736
cg03309721	0.0130473291373858	PLEKHJ1;SF3A2	19	2236316
cg03309967	0.469622663046926	U2AF1L4;PSENEN	19	36235184
cg03310453	0.00739602381099051	PPP1CC	12	111180513
cg03310469	0.00789854936620341	SIX2	2	45236672
cg03311036	0.0192237364622072	CASP2	7	142985443
cg03311899	0.975043152378909	NA	NA	0
cg03312124	0.0113925193658002	RFFL	17	33416003
cg03312426	0.0206114187748118	RRAS	19	50143795
cg03312532	0.813580330679032	C15orf42	15	90166033
cg03312792	NA	SEMG2	20	43849759
cg03316864	0.616463771866622	B3GNT3	19	17906309
cg03317245	0.737366273229864	P2RX5	17	3600514
cg03320844	0.485711307458364	GJA1	6	121756839
cg03322129	0.0184348589086459	UBE2J2	1	1209673
cg03322749	0.0176417022036568	RBM18;MRRF	9	125026979
cg03327494	0.87355347164407	ZDHHC19	3	195938048
cg03328750	0.0215324971265267	ARHGAP26	5	142150401
cg03328804	0.0514736354676829	UVRAG	11	75526289
cg03329165	0.301999411964378	CD200	3	112052218
cg03329572	NA	FCRL5	1	157523253
cg03330058	0.258350504594187	ABTB1	3	127392403
cg03330516	0.372611562258427	SRMS	20	62178744
cg03330678	0.149066386944407	SEPT9	17	75316233
cg03332113	0.0185114871420186	RAI14	5	34656078
cg03332271	0.219930245593172	MST1R	3	49941151
cg03332970	0.030616471111279	ESAM	11	124632552
cg03334529	0.316753563027656	NA	NA	0
cg03336167	NA	SLC22A18	11	2930995
cg03338064	0.891887780304776	NA	NA	0
cg03338189	0.0253033202883811	NA	NA	0
cg03338959	0.0373447002352878	NAMPT	7	105926305
cg03340261	0.0165249566586488	HBS1L	6	135375900
cg03340878	0.2266741641795	OR2B6	6	27925166
cg03343942	0.463940002877738	SLC39A5	12	56625109
cg03347966	0.020606478105906	GPR172A;FBXL6	8	145582459
cg03349251	NA	MAK	6	10832472
cg03349935	0.885829957775839	RASL12	15	65361335
cg03349953	0.277270564068583	PCDHB5	5	140515207
cg03352153	0.960223460345017	LGSN	6	64030429
cg03354519	0.0188108468164597	ANXA5	4	122618501
cg03354772	NA	C10orf93	10	134756503
cg03355298	0.0131703908526422	B2M	15	45003704
cg03355526	0.61925470537252	ZNF454	5	178368415
cg03359285	0.0171319973056879	TOP2A	17	38573811
cg03359508	0.0182475716787378	ANXA11	10	81964782
cg03361068	0.0123158687247525	TRIM9	14	51561562
cg03362494	NA	ZDHHC19	3	195938668
cg03363175	0.0133637705739625	NLE1	17	33468875
cg03363283	0.740442773709264	NA	NA	0
cg03364504	NA		1	113393176
cg03364781	0.920865840090541	ALPK1	4	113298593
cg03365354	0.0289331687192108	MCAM	11	119187391
cg03365432	0.0317596062280245	FGFR1OP	6	167412981
cg03365437	0.215692808661927	ALDH1A2	15	58357874
cg03366382	0.899435674926704	INS;INS-IGF2	11	2182644
cg03366677	0.0069391123176279	C14orf4	14	77495018
cg03366896	0.0121780857458651	ECHS1	10	135186866
cg03367667	0.0100153269754974	STOML2	9	35103545
cg03368758	0.175805460446962	LDB2	4	16900733
cg03369671	0.014736011178298	ARMC9	2	232063176
cg03370542	0.0689677753169321	NA	NA	0
cg03371205	0.017782587227093	LYPLA2	1	24117506
cg03371306	0.0194787744746627	FBXW7	4	153456039
cg03373080	0.0140446700032978	CCDC109A	10	74452380
cg03373442	0.0117162544559066	HSPH1	13	31736396
cg03373857	0.0176385958102818	WBSCR16	7	74489715
cg03375002	NA	LAT2	7	73623876
cg03375833	0.69667468322361	TTLL3	3	9859360
cg03377682	0.041800196667006	NA	NA	0
cg03379131	0.0239636918990564	ADAM15	1	155024281
cg03380645	NA	SFTPB	2	85895048
cg03380773	0.0127076596592049	NKX6-3	8	41504331
cg03381111	0.510929172379761	SNORD116-1	15	25296571
cg03382304	0.632762806010009	JAM2	21	27012176
cg03382346	0.915171943362542	ZNF611	19	53233245
cg03382564	0.0205893367086246	ZNF362	1	33722125
cg03382797	0.872434850605931	C9orf98;C9orf9	9	135755363
cg03383661	0.0275491261285601	TBCC	6	42714115
cg03384938	0.018470126316092	CXXC4	4	105412832
cg03386140	0.0145174933437983	NA	NA	0
cg03386373	0.835664018859223	SPATA3	2	231860456
cg03386722	0.0173387157618418	FASN	17	80056517
cg03386869	0.502506873888577	ITGBL1	13	102104848
cg03386903	0.940252793350763	KCNAB3	17	7832479
cg03387497	0.827647486496304	BANF2	20	17680945
cg03387723	0.819268335772899	SCMH1	1	41708464
cg03388193	0.21410938956108	HPSE2	10	100996070
cg03389111	0.0527963768939807	KRR1	12	75905372
cg03389133	0.641433507627399	SSTR3	22	37608611
cg03389164	NA	ASB2	14	94423872
cg03390211	0.0120010457406667	RGS11	16	325826
cg03391040	0.0115002305873684	ZNF420	19	37569273
cg03391568	0.721923751752782	PTH1R	3	46918266
cg03392046	0.0922487558966428	CCDC75;HEATR5B	2	37311658
cg03395546	0.118101587233209	ADCK4;ITPKC	19	41222599
cg03395898	0.0672371046790336	TGFB3	14	76448011
cg03396229	0.0721100483020028	COL22A1	8	139926571
cg03399459	0.848650710582362	NA	NA	0
cg03399971	0.927160817217806	INHBC	12	57828847
cg03400060	0.694999930831537	BHMT2;DMGDH	5	78365801
cg03401114	NA	BMP8B	1	40255440
cg03402775	0.0323093022612668	DZIP3;KIAA1524	3	108308147
cg03402876	0.0105114279518241	KCNF1	2	11051991
cg03403539	0.0213234202456327	NUPL2	7	23221679
cg03404502	0.820544074973647	GPR18;UBAC2	13	99911826
cg03405173	0.0262124326446732	ZNF441	19	11877721
cg03406535	0.646766962904425	RBP7	1	10056957
cg03409548	0.0294110262724774	MOBKL2C	1	47082691
cg03410718	0.944117461925652		19	647423
cg03411288	0.0136832276948799	C10orf47	10	11865805
cg03414321	0.165626479371466	HCK	20	30640022
cg03415518	0.883452851263475	RMST;MIR1251	12	97885729
cg03417317	0.011274410592252	TMEM180	10	104221000
cg03417466	0.309043503032498	NA	NA	0
cg03418289	0.0125951761589697	LIX1L	1	145477137
cg03421300	0.859623998808439	SFN	1	27189787
cg03421687	0.0124782069979499	NA	NA	0
cg03422350	0.884950580260858	MOCS1	6	39895671
cg03423524	0.00932252892046087	FOSL1	11	65667924
cg03424436	0.0254437890136594	CEP250	20	34043664
cg03425110	0.539902276179015	NEUROG3	10	71333037
cg03426225	0.960263028531417	FAM38B	18	10697032
cg03427564	0.0239450517497327	EP300	22	41489051
cg03427831	0.0646490480815881	NA	NA	0
cg03428000	0.0172118175328198	MPHOSPH8	13	20207770
cg03429034	0.0333891976718487	ZKSCAN1	7	99613105
cg03429582	0.0113887700225702	RBM4	11	66406312
cg03430067	0.0681907258158593	C19orf57;CC2D1A	19	14016927
cg03430998	0.698379293119829	NA	NA	0
cg03431064	0.0287161543277569	TUBB2C	9	140135566
cg03437318	0.0147536072856997	ERBB3	12	56474175
cg03438515	0.016604093348819	SRGAP3	3	9291212
cg03438904	0.0120693782072625	LRCH3	3	197518158
cg03439703	0.714352672045478	PDE3B;PSMA1	11	14664991
cg03439805	0.0401903750633389	CORO1C	12	109124743
cg03440267	0.0909294932872184	F13A1	6	6321061
cg03440846	0.729955706707324	NA	NA	0
cg03442064	0.148040502182808	FOXP4	6	41515050
cg03443922	0.0222304835957727	CBLL1	7	107384711
cg03445474	0.0242592203489037	CAPRIN1	11	34073002
cg03445896	0.428429153383113	LPAR4	X	78010565
cg03446863	0.0260569582387563	TFEB	6	41702426
cg03447931	0.0126051044115174	BMP6	6	7726645
cg03451296	0.00811797039779322	CRIP2	14	105940391
cg03453449	0.925018753606822	USP44	12	95945120
cg03454353	0.060018902966476	ZFP37	9	115819364
cg03455024	0.926857726131062	SLC12A3	16	56899183
cg03455458	0.0435899640270803	VASH2	1	213124545
cg03455762	NA	XPNPEP2	X	128873475
cg03455874	0.0214010069114069	BRI3BP	12	125478229
cg03458191	0.895018940974	NA	NA	0
cg03459809	0.209051636185595	EPHX1	1	226013010
cg03460527	0.111696447429201	F3	1	95008117
cg03460682	0.0453680155589774	CYP27A1	2	219646316
cg03461495	0.0159645492024345	ANKZF1;ATG9A	2	220094219
cg03462055	0.390545011876747	TUBB2B	6	3227556
cg03464416	0.523231265297258	RPL10	X	153626979
cg03464655	0.184194664415349	SLC38A11	2	165811982
cg03464689	0.023179576182609	NFKB1	4	103422429
cg03465320	NA	PSMB9;TAP1	6	32823078
cg03465847	0.328582185816834	MED14	X	40594937
cg03468463	0.166937228245594	SERPINB12	18	61223564
cg03469054	0.0381253782087071	TMEM132D	12	130387861
cg03469082	0.0489696844072603	GABRG1	4	46126448
cg03469158	0.811028073249783	NA	NA	0
cg03473294	0.0122397792004494	TASP1	20	13619704
cg03473518	0.749499150754208	GJB6	13	20805656
cg03474731	0.0246721072062811	CHEK1	11	125495234
cg03475172	NA	USP6NL	10	11654177
cg03475420	0.0177445996156373	RTN4R	22	20255667
cg03476195	0.42318503663404	ANK2	4	113970745
cg03476370	0.0262597056905725	NDUFC2	11	77791237
cg03478689	0.0134842163529629	EDIL3	5	83680717
cg03479797	0.0232349634861742	ATF6B	6	32096154
cg03479974	0.0236031742362241	ANKRD16;FBXO18	10	5931970
cg03482087	0.0221050322254745	MFSD8;C4orf29	4	128886832
cg03483626	0.761025078129473	KCNA3	1	111218276
cg03483654	0.991731625888168	DAK;DDB1	11	61102074
cg03484533	NA	FABP3	1	31846491
cg03486540	0.0359334533875625	ZNF224	19	44598375
cg03490115	0.0176020215895841	INO80B	2	74681972
cg03490200	0.913917115846202	A2ML1	12	8975196
cg03491181	0.0255979734816735	FKBP3;FANCM	14	45605002
cg03491478	0.350086123667583	MAPK8IP1	11	45906914
cg03493069	NA	CYTH1	17	76778892
cg03494005	0.0150002440951051	FBXO24;LRCH4	7	100183994
cg03495868	0.515690121172444	PTGFR	1	78956905
cg03496289	0.0215559718254716	CDKN2D	19	10680229
cg03496978	0.117621694541498	FBXO28	1	224302360
cg03498559	0.679770827670981	UGT2B4	4	70361062
cg03499052	0.0162592122485674	FAM114A1;MIR574	4	38869262
cg03503295	0.319013853241239	DNAH5	5	13944491
cg03503905	0.013950558673964	TAF4	20	60640758
cg03504078	0.463460561500441	PCDHB3	5	140480218
cg03504701	NA	CDH18	5	19980857
cg03506489	0.292998828151246	KCNA4	11	30038788
cg03506684	0.0440736194057277	GYG2	X	2746697
cg03506799	0.0110196805733421	CHSY1	15	101792752
cg03509024	NA	VHL	3	10184013
cg03510310	0.869873976108475	HRASLS2	11	63331286
cg03513163	0.0574386327153937	PCDHB1	5	140431149
cg03513363	0.266278606062633	TTLL9;DUSP15	20	30458745
cg03515901	0.405456650639657	TGIF2LY	Y	3447157
cg03517000	0.938670115392124	NA	NA	0
cg03518503	0.020307222300446	PLEKHH3	17	40828905
cg03519303	NA	CCRN4L	4	139936796
cg03520136	NA	UPP2	2	158851300
cg03521113	0.400347174243238	LRMP	12	25204672
cg03521347	0.0183342034555548	NUDCD3	7	44529975
cg03521600	0.0224766161221195	MTBP;MRPL13	8	121457500
cg03522063	0.393449163586327	EMX2;EMX2OS	10	119302167
cg03522216	0.0150053356049794	GOLPH3	5	32174578
cg03522403	0.0200117466359684	STAU1	20	47805138
cg03522910	0.0209273630543705	B4GALT3	1	161147597
cg03524308	0.0201608998249665	ZNF585A	19	37663414
cg03524627	NA	CDC25B	20	3776483
cg03528946	0.0611705439136886	SHB	9	38069800
cg03529436	0.01666024001906	C5orf32	5	139554541
cg03530967	0.0307904044534616	ITGAV	2	187454299
cg03531512	0.0311559709455758	TFIP11	22	26908677
cg03532005	0.0120441705523477	CCT6A;PSPH	7	56119028
cg03532114	0.017069081922575	COMMD1	2	62132888
cg03532879	NA	ADIG	20	37209395
cg03532957	0.0349196657888159	CHSY1	15	101792098
cg03533058	0.811339792626273		12	52437571
cg03533811	0.983528324161296	NA	NA	0
cg03533858	0.335336090429036	MORN1;RER1	1	2324396
cg03534410	0.845157252441402	TMEM40	3	12801112
cg03535648	NA	PMCH	12	102592479
cg03536003	0.573913908181596	NA	NA	0
cg03536787	0.0107024246496055	NSD1	5	176561447
cg03538345	0.0352819785663965	MTMR3	22	30279922
cg03538436	0.582931088708348	NOS1	12	117799370
cg03539474	0.0237242661023213	SLC25A12	2	172751088
cg03543403	0.010530830311486	DIABLO	12	122710630
cg03543593	0.441291206010612	TNXB	6	32076417
cg03544320	0.727098414341736	CRMP1	4	5894691
cg03544379	0.142555941087597	OR7C2	19	15052824
cg03544525	0.0149680826947517	PFKFB2	1	207226564
cg03545635	NA	CHST12	7	2471551
cg03547797	0.267468291905798	GAS2	11	22689644
cg03547924	0.874458873399085	GDF5	20	34025927
cg03548857	0.0951604569116914	FFAR2	19	35940174
cg03549127	0.0259391615296632	GCA	2	163200582
cg03549571	0.00983203915953708	DHH	12	49488198
cg03550002	0.021917025779367	TTC37;ARSK	5	94890897
cg03550508	0.0135862586562344	C22orf13;SNRPD3	22	24951766
cg03552103	0.204589598490287	SEPT10;ANKRD57	2	110373002
cg03552688	0.958504902570182	BPESC1	3	138822369
cg03554552	0.0736728790884322	CD3EAP;PPP1R13L	19	45908146
cg03554914	NA	MASTL	10	27444905
cg03555203	0.966203023461786	TSHZ3	19	31770188
cg03555909	0.010739984745997	TMEM109	11	60682030
cg03556497	0.0517741953372856	SLC32A1	20	37352792
cg03557698	0.911343771139706	C1orf177	1	55271921
cg03557733	0.654867902558657	MPP2	17	41985183
cg03558299	0.0158420140867654	CSE1L	20	47662597
cg03558807	NA	NCRNA00219;SNORA13	5	111495981
cg03560090	0.0118109513693163	RBM42	19	36119752
cg03560597	0.0161205076687463	DUSP18	22	31064008
cg03561565	0.191809309830437	KCNS2	8	99438624
cg03562120	0.317588937458424	WISP2	20	43343997
cg03563403	0.0108456256749558	FANCG	9	35079882
cg03564506	0.01507385917971	TRRAP	7	98475901
cg03565081	0.0997275070106195	C14orf93	14	23478970
cg03565323	0.0247820458272456	ZNF287	17	16472866
cg03565782	0.0113425476158021	IER5	1	181057814
cg03567830	0.151590905649855	NTSR1	20	61339871
cg03568064	0.105084130408035	MAPK8IP1	11	45907500
cg03568718	NA	TP73	1	3579873
cg03569412	NA	MBD3	19	1593943
cg03569637	0.761882868059932	LOC100233209;FAM113B	12	47609357
cg03570766	0.976803485138747	CATSPER1	11	65793706
cg03570976	0.0140206351812401	FAM96B;CES2	16	66968476
cg03572913	0.0390677309121713	ROMO1;NFS1	20	34287853
cg03573747	0.515387732877403	ADIPOQ	3	186560617
cg03574115	0.892231615628127	WDR65;EBNA1BP2	1	43636559
cg03574571	NA	CD22	19	35820181
cg03575468	NA	PDHA1	X	19362613
cg03578041	0.567143440290834	LARP6	15	71147307
cg03580247	0.946513041239507	SLC4A1	17	42345488
cg03580351	0.0186278737336279	GEN1;SMC6	2	17935719
cg03580876	NA	TRMU	22	46731674
cg03582451	0.930459340926123	ERI2;LOC81691	16	20816408
cg03583857	0.827474027921679	CD34	1	208085022
cg03584220	0.842030401838118	NA	NA	0
cg03584646	0.935451372268067	TBC1D8	2	101676513
cg03586029	0.0170194189344317	MFSD8;C4orf29	4	128886849
cg03586879	0.483589521574776	A2BP1	16	6068831
cg03588357	0.0543621636926337	GPR68	14	91720173
cg03589001	0.710604707130931	MORF4L1	15	79164714
cg03591238	NA	ZNHIT2	11	64885558
cg03591594	0.0225943313233716	VLDLR;FLJ35024	9	2621918
cg03592161	0.0100008022433466	C17orf48;SCO1	17	10601178
cg03593419	0.0484022887728892	GABRA4	4	46995474
cg03594044	0.017561566275353	FUT10	8	33330726
cg03595428	0.301895597539866	MTCP1;MTCP1NB;BRCC3	X	154299274
cg03597525	0.531959673897796	SIGLEC10;LOC100129083	19	51920435
cg03599338	0.519942398169791	SUSD2	22	24577315
cg03600318	0.611499684060163	SFTPD	10	81708991
cg03600687	0.0306585134438572	BOK	2	242499012
cg03602500	0.371735700287015	KIR3DX1	19	55047721
cg03604278	NA	CIDEC	3	9922234
cg03605339	0.0239034728159434	ARMC7	17	73105863
cg03605761	0.532586846472412	RNF126	19	663973
cg03606258	NA	GNAS;GNASAS	20	57426935
cg03608167	0.0126397196730408	CXCR4	2	136875637
cg03608577	0.222183468194271	OR12D3	6	29342679
cg03608974	0.102431556585751	ZAK	2	173940268
cg03609102	0.300207113918202	MUC5B	11	1244533
cg03611555	0.0244189563608002	SLC25A21;LOC100129794	14	37641600
cg03614513	0.0480437686452721	TSPAN2	1	115632038
cg03614664	0.0101694097902458	RBX1	22	41346948
cg03616357	0.0190194574326299	MAP9	4	156297942
cg03617367	0.0122714498065764	C14orf43	14	74226931
cg03617456	0.0282710599148458	EXOSC10	1	11160205
cg03619472	0.04754776550296	OGFOD1;NUDT21	16	56486263
cg03620376	0.0379718269288747	CDC42EP5	19	54984272
cg03621001	0.619126407041118	RAB8A	19	16221719
cg03621406	0.0876021050319831	FBXL12	19	9930365
cg03622431	0.936468934416317	UOX;DNASE2B	1	84864880
cg03622689	0.0278486320261109	C21orf67;C21orf70	21	46359691
cg03623878	0.0513572307624179	MCF2L	13	113655560
cg03625911	0.646729206223265	CHI3L1	1	203155737
cg03626672	0.281243138673513	CXCR7	2	237478664
cg03627896	0.0117420923504734	NCRNA00095	16	30934334
cg03630088	0.739796322447397	CPXM2	10	125651526
cg03630344	0.0194027817488346	VAMP3	1	7831156
cg03631076	0.022323916122455	BANP	16	87985047
cg03633120	0.0309393287074318	NDUFA7;RPS28	19	8387262
cg03634234	0.0265415942145044	MLL3	7	152132218
cg03634982	0.542182537232474	NA	NA	0
cg03634997	0.0280313627718052	GAS8	16	90089283
cg03636183	0.560317250731187	F2RL3	19	17000585
cg03640148	0.0270265989465014	WDR6	3	49044952
cg03640568	0.0183891318819441	DDX17	22	38902623
cg03640944	NA	ITPRIP	10	106093819
cg03641225	0.276065664741344	DIRAS3	1	68512539
cg03642357	0.0801446310263795	NA	NA	0
cg03642518	0.650063006896084	PNOC	8	28175003
cg03643709	0.067877124720127	VPS18	15	41186784
cg03644378	0.00951851948789004	CYB5D1;LSMD1	17	7761459
cg03648823	0.0192534388859628	ZNF643	1	40915636
cg03649060	NA	ELOF1	19	11665451
cg03651573	NA	TRIM28	19	59055127
cg03652343	0.0169144556539724	HERC4	10	69835287
cg03657766	NA	DLX2	2	172967014
cg03658471	0.0186398328137048	SGMS1	10	52383438
cg03658707	0.825715115480594	ASIP	20	32848426
cg03660451	0.617089346727171	RECQL5;SAP30BP	17	73664606
cg03662459	0.705952917212336	IL11RA	9	34654290
cg03663215	0.0214430609609787	ADCY2	5	7396491
cg03663715	0.268642956170124	FOXD1	5	72744904
cg03664139	0.0160853426985452	ASCC3	6	101329504
cg03664800	0.0329207845450827	LOXL2	8	23261312
cg03664992	0.0818412752561923	BMP8A	1	39957393
cg03665457	0.0140233775249303	HSD17B7P2	10	38645376
cg03665605	NA	ATP5J2	7	99064212
cg03665785	0.522626910559724	C22orf31	22	29458676
cg03667047	NA	KL	13	33589962
cg03667091	0.00942957414041792	ACTL6A	3	179280746
cg03668539	0.536090852862788	PEX11G	19	7553324
cg03670238	0.53235868365463	WISP1	8	134202370
cg03672021	0.385464576328382	FLNA	X	153602658
cg03673470	NA	ZP4;LOC100130331	1	238055429
cg03673687	0.0113640736981909	EML1	14	100259804
cg03679305	0.339184326860087	SLC2A5	1	9129487
cg03679581	0.335211956942669	RLN2	9	5304511
cg03679734	0.217564078380315	CKMT1B	15	43885090
cg03680758	0.0114611831525052	SLC2A4RG	20	62371416
cg03681481	0.0135747033226176	OVOL1	11	65555418
