Hybridization REF	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05
cg04114315	NA	CKAP5	11	46868224
cg04115602	0.473155091334655	CGB8	19	49552606
cg04117029	NA	BCCIP;UROS	10	127513253
cg04117338	0.0252910722581552	CRADD	12	94071150
cg04118154	0.0101600336607643	C1orf228;TMEM53	1	45140072
cg04118884	0.0100479379543668	TMEM198;CHPF	2	220407999
cg04119538	0.0319381142136609	TOP1	20	39657451
cg04121771	0.0663923008475369	TM4SF4	3	149191624
cg04121983	0.0313203533836991	CASKIN2	17	73511085
cg04123409	0.253059569773173	SDS	12	113841617
cg04123507	0.93435680365899	KRT86	12	52695270
cg04125208	0.0300841898964867	CD44	11	35161229
cg04126335	0.634220913660695	ITGA10	1	145525223
cg04126427	0.054766510605861	EIF3A	10	120840676
cg04126816	0.00954076262872571	CCDC106	19	56159710
cg04126866	NA	C10orf99	10	85932763
cg04127255	0.748290754045665	PSG2	19	43588055
cg04127303	0.0255995195570877	ZZZ3	1	78148262
cg04128563	0.0149092757467361	AMD1	6	111195434
cg04132607	0.757319196269146	GATA5	20	61041456
cg04133652	NA	MLLT6	17	36860971
cg04134624	0.0117438517537065	CBX6	22	39268162
cg04134859	0.0118405918921361	DNAJC30;WBSCR22	7	73097692
cg04135543	0.0212877059789214	C5orf32	5	139554816
cg04136480	0.0165551890824276	BAT1;SNORD84	6	31510196
cg04137037	0.00917855201424604	TEF	22	41777896
cg04137116	0.0170098290017672	EID2	19	40030727
cg04137128	0.0209205869052852	SIN3A	15	75744262
cg04138756	0.289407474570947	SPRR3	1	152973849
cg04140754	NA	ATP6V0A2	12	124196328
cg04141379	0.00426859877211974	SPATA6	1	48938046
cg04143809	0.912763410962072	NA	NA	0
cg04144768	NA	DDC	7	50628154
cg04144788	0.14436085022671	NA	NA	0
cg04145477	0.0148051311291784	RTN4IP1;QRSL1	6	107077629
cg04148458	0.0099227802874567	FAIM	3	138327707
cg04149472	NA	NAT1	8	18066144
cg04151683	0.0804936376296278	NA	NA	0
cg04154812	0.160812470349369	CALCOCO2	17	46908209
cg04155026	0.0323384810660325	TSNAXIP1;RANBP10	16	67841269
cg04155793	0.0788049629350049	CDK10	16	89752847
cg04156850	NA	GRB2	17	73402572
cg04164824	0.164594714265585	NA	NA	0
cg04166304	0.00979630541579911	C14orf106	14	45722617
cg04167054	NA	ATP2C1	3	130613906
cg04167867	0.471761562180935	MORC1	3	108837130
cg04169469	0.0161101824265801	ODC1;SNORA80B	2	10588434
cg04171565	0.0364164195065311	C13orf34;C13orf37	13	73302130
cg04172043	0.0205499863577933	RELA	11	65430868
cg04172348	NA	SYN2	3	12046004
cg04176254	0.973667218095822	AGRP	16	67517429
cg04177705	0.0104511463012183	C3orf38	3	88199274
cg04180460	0.0135703262703204	CTNNB1	3	41240962
cg04180868	0.0308587916972008	PRTFDC1	10	25241462
cg04180953	0.158132295165106	DSC1	18	28743074
cg04182865	0.858585224613431	RNF14	5	141346431
cg04183425	0.945638380218735	ASF1A	6	119221279
cg04183933	0.088526735219633	HSPD1;HSPE1	2	198363868
cg04184278	0.0742867331054945	GYS2	12	21757759
cg04185037	0.0163054827134174	EZR	6	159239164
cg04185861	0.0100358685638102	IL6R	1	154377809
cg04185893	0.00913917746196977	PTBP2	1	97187305
cg04187545	NA	SNORD54;RPS20	8	56987050
cg04189838	0.266665609666578	CYP2C19	10	96523347
cg04195127	0.0214844259675457	WFDC1	16	84328719
cg04195527	0.051970642621216	INSIG2	2	118846289
cg04197051	0.0120894653233861	PIGM	1	160001439
cg04197135	0.0140984156785522	EIF1AD;BANF1	11	65769867
cg04197195	0.00867885590765289	CCDC71	3	49203530
cg04198824	0.0480708372821656	USPL1	13	31191332
cg04200192	NA	HTR3D	3	183749414
cg04200765	0.0152538805584754	NPTN	15	73925532
cg04201347	0.813509034015156	PRRG2	19	50086849
cg04201526	0.950763013574202	CRISP1	6	49833706
cg04206644	0.0154292315978489	INTS6	13	52026632
cg04208151	0.00760585025218228	C1orf183;DDX20	1	112298289
cg04209631	0.0214835591127068	C11orf54;TAF1D	11	93474517
cg04211745	0.010360119265108	BTG1	12	92539575
cg04211807	0.526146912342235	ZCCHC13	X	73523953
cg04211818	0.00463062181568953	BTBD12	16	3661492
cg04215480	0.0643098783573966	ZNF573	19	38270199
cg04216597	0.552708056973618	CACNA1G	17	48639836
cg04217178	0.0146224796781501	ITM2B	13	48807122
cg04217218	NA	ZDHHC21	9	14693888
cg04219321	0.272213618853744	HLF	17	53341659
cg04220579	0.0145900918631737	C7orf20	7	915756
cg04222374	0.502678702159697	NA	NA	0
cg04223442	0.0398806626902118	NCOR1	17	16118251
cg04223844	0.0941727924218679	IKBKB	8	42128868
cg04223956	0.969463861860793	NEK7	1	198201614
cg04224968	NA	C19orf36;MOBKL2A	19	2096759
cg04228042	0.669500402918898	ART4	12	14996527
cg04228553	0.0102911412569088	DVWA;CAPN7	3	15247818
cg04228573	0.0248023568419156	MAP2K6	17	67410799
cg04228628	0.00814936907910861	TNKS	8	9413457
cg04229238	0.0198883460226346	RB1CC1	8	53627628
cg04230060	0.83410686757508	SUSD1	9	114937992
cg04230869	0.0189331246782895	RRM2B	8	103251129
cg04232649	0.0555406408761174	CCNG1	5	162864489
cg04233664	0.00654396936780166	CTBP2	10	126848743
cg04235146	0.02200330763655	ATP2A2	12	110718311
cg04237003	0.871818980011692	C11orf9;DKFZP434K028	11	61522002
cg04237663	0.565088411637905	KCNV1	8	110987019
cg04238548	0.231339398659228	TBC1D8B	X	106045825
cg04240200	0.0864522519026378	ATRN	20	3451292
cg04241572	0.500136092656206	HSD17B10	X	53461213
cg04244987	0.019493571818611	NCKIPSD	3	48723638
cg04245402	0.0962192669106964	C19orf21	19	751241
cg04249030	0.0133199360280605	COX5A	15	75230004
cg04249586	0.0313492161948696	ELOVL6	4	111119946
cg04251363	0.376238201910168	ST3GAL6	3	98452218
cg04251662	0.0104845492873525	ITPR1	3	4535075
cg04254119	0.339542083750644	AKAP3	12	4754247
cg04254916	0.241513199029074	KRT5	12	52914047
cg04255048	0.0539723050382464	KIF9;KLHL18	3	47323868
cg04256470	0.934239363714487	CORT;APITD1	1	10510465
cg04259560	0.0590218292024774	MFSD6L	17	8702896
cg04261665	NA	DDX54;C12orf52	12	113622579
cg04262565	NA	DUSP7	3	52091063
cg04263186	0.499060140485789	TACR3	4	104640489
cg04265576	0.211175570425684	HOXA6	7	27187372
cg04267184	0.890918162433497	GNRH2	20	3023418
cg04268405	0.896630477942461	CHST3	10	73723221
cg04269351	0.977655432895507	VTI1B	14	68142533
cg04270025	0.0213435228871537	NA	NA	0
cg04270274	0.0418145873347525	CNOT1	16	58662988
cg04270788	0.0471759704359728	GTF2B	1	89356964
cg04270799	0.0761937034595845	KIF5A	12	57944059
cg04270835	0.143760181401646	SLC17A6	11	22359188
cg04272086	0.0122417270613405	DCC	18	49867359
cg04273431	0.7862543118676	GNL1;PRR3	6	30523215
cg04273556	0.212251143662565	PIGO	9	35096672
cg04274487	0.0167531185095943	RAB31	18	9708454
cg04275881	0.695347769559323	SLAMF8	1	159796434
cg04275985	0.0315747224206526	FAM63A;PRUNE	1	150981091
cg04276232	0.681582752769907	NA	NA	0
cg04278702	0.0216941517906395	HTR1E	6	87647399
cg04278905	0.92584995433714	KAT2A;HSPB9	17	40273815
cg04280119	0.0147607798744621	TAF6;CNPY4	7	99716514
cg04280397	0.017197490874115	PLA2G6	22	38578138
cg04280480	0.048068495717517	PPARA	22	46547117
cg04280758	0.0203233421710033	MAML2	11	96076485
cg04281204	0.8955140299169	DCLRE1A	10	115612802
cg04281268	0.0234280301419821	WDR20;HSP90AA1	14	102606293
cg04282422	NA	PAGE1	X	49460539
cg04282622	0.868797306455813	NA	NA	0
cg04283377	0.135226716282494	ARAF	X	47420348
cg04283392	0.274515323700826	LRRC33	3	196366369
cg04283938	0.0344651259437685	SEPT3	22	42373298
cg04284814	0.0175708914259993	HDAC3;RELL2	5	141016114
cg04286043	0.0188041666348396	PXT1;KCTD20	6	36410500
cg04286933	0.182008632574246	NA	NA	0
cg04287191	0.0259262894716733	RENBP	X	153210222
cg04289385	0.709006349041547	ETV7	6	36355825
cg04290964	0.92239270697049	NA	NA	0
cg04291079	0.961028452583054	MEG3	14	101294430
cg04293726	0.0163486109027912	YIPF5;KCTD16	5	143550303
cg04296434	0.0391777574077217	TMEM189;TMEM189-UBE2V1	20	48769996
cg04297093	0.19963476561734	KRTAP19-3	21	31864374
cg04297329	0.100034579672273	NAP1L2	X	72434720
cg04298323	0.751794355871288	PDE6C	10	95372195
cg04300115	0.835384870845348	PRIC285	20	62200199
cg04301375	0.914417883315478	ZNF558	19	8933297
cg04301614	0.585900552761201	C4orf19	4	37585993
cg04303269	0.0256060404095957	CEP57;FAM76B	11	95523144
cg04303901	0.866439181843201	RMST	12	97886312
cg04304130	NA	LOC221710;HERV-FRD	6	11111894
cg04304927	NA	SLC39A8	4	103266554
cg04305134	0.228950189093202	ANXA7	10	75173374
cg04305913	0.922117533230315	GPSM1	9	139228912
cg04310489	0.0164782703159642	AHCYL1	1	110527746
cg04310824	0.016105416066084	SCP2	1	53393297
cg04311606	0.0120475434316492	ZNF136	19	12273886
cg04311964	0.451990427896765	LYPD2	8	143833942
cg04312209	0.0492519279398527	IL7R	5	35857130
cg04313552	0.0411197022094957	KIAA2013	1	11986714
cg04314463	0.018036430882576	PNKP	19	50370045
cg04315264	0.173938686057085	RPL10A	6	35436252
cg04315771	0.832492433129544	NUP62;IL4I1;ATF5	19	50433949
cg04316754	0.0281726140482216	MMP24	20	33815109
cg04316770	0.0386713861575935	SGSM3	22	40767218
cg04317031	0.0510356433064299	FAM73B	9	131799315
cg04317366	0.0767886035729078	PRPF8	17	1588445
cg04317399	0.689745575351511	HOXA4	7	27170313
cg04317543	0.0107652028974683	LMNA	1	156084516
cg04317940	0.014762451123402	PMS2;AIMP2	7	6048614
cg04319097	0.79676511279852	ZFP161	18	5293279
cg04322134	0.100648874605507	NA	NA	0
cg04322344	0.0114588766919514	MRPL3	3	131221642
cg04322978	0.0160565618975304	ETFB	19	51869401
cg04323187	0.012896694775075	CCDC24	1	44457159
cg04323365	0.501097234525056	GJB1;BCYRN1	X	70443093
cg04324308	0.347839344448245	COL4A3;COL4A4	2	228028741
cg04325632	NA	ADRA2C	4	3767073
cg04326040	0.0443027474145071	VPS53	17	617519
cg04329069	0.00664396679546042	AP1B1	22	29784237
cg04329382	0.140632335157657	LOC400931	22	46480891
cg04329454	0.20547004580892	C6orf227	6	33561099
cg04330084	0.0886065317504631	IQUB	7	123175371
cg04330449	0.717323303385289	NEUROG1	5	134871166
cg04333463	0.457376435986446	ASPH	8	62626687
cg04335339	0.212319990464916	ATRNL1	10	116853118
cg04336379	0.760643677328275	LOC389458	7	5111669
cg04336572	0.434862783683504	ATP1B4	X	119496002
cg04337944	0.114447966667919	FBLN1	22	45899303
cg04338788	NA	SEMA3G	3	52478874
cg04339860	0.0415256895813377	WWP2	16	69796075
cg04340502	NA	GSTA3	6	52775209
cg04341084	0.0119559433787053	NA	NA	0
cg04341806	0.699753036804818	LCP1	13	46757395
cg04344347	0.0113089016375317	NA	NA	0
cg04344997	0.718338043283294	EMD	X	153607129
cg04345475	0.346383948862549	ARFIP2;FXC1	11	6501591
cg04345908	0.307866075751544	HLA-DQB2	6	32731327
cg04347447	0.803533791955169	CACNA2D2	3	50541467
cg04348872	0.935744007478246	ADCY3	2	25141696
cg04349311	0.0228445577883167	TXNDC12;BTF3L4	1	52521202
cg04349727	0.338192099181284	KLK5	19	51457389
cg04350610	0.0128469755397865	BTAF1	10	93683445
cg04350646	0.0185966922652252	MRPL32;PSMA2	7	42972170
cg04351979	0.00663504731571027	CTXN1	19	7990281
cg04353483	0.143853294279349	CCKAR	4	26493496
cg04353769	0.185544299914888	MS4A6A	11	59951557
cg04355435	0.0360646238516827	TMEM125	1	43736290
cg04356968	0.860924739071867	BGLAP	1	156212005
cg04359302	NA	MRPL47;NDUFB5	3	179323859
cg04361527	0.0204110349130213	PMVK	1	154909836
cg04362655	0.0318531548136295	GLRX5;SNHG10;SCARNA13	14	96001355
cg04365980	0.28345058515423	CLEC3A	16	78056736
cg04366367	0.97916054788648	GPS1;RFNG	17	80008541
cg04367351	0.0285691203532696	PLA2R1	2	160918675
cg04368716	0.163765477107973	BAG5;C14orf153	14	104028314
cg04368877	0.983837304468505	FBXL19	16	30937210
cg04368919	0.0328365779391554	EFNB1	X	68048131
cg04369341	0.627142228585772	TOX2	20	42545022
cg04371779	0.0160280972128292	C14orf118	14	76618201
cg04375036	0.945277367383399	PPP1CC	12	111181819
cg04375683	0.0572110261966854	PPP2R1A	19	52692431
cg04376312	0.919301698954981	MYLK	3	123602485
cg04376617	0.186989624868682	ATP5A1;HAUS1	18	43685360
cg04377282	0.553909199273805	NODAL	10	72201417
cg04378886	0.790073490670897	RCN3	19	50031395
cg04380513	0.198881716091909	ST8SIA4	5	100238983
cg04380669	0.14439237949853	NME1;NME1-NME2	17	49230692
cg04382920	0.989988049611877	SLC25A31	4	128651526
cg04383012	0.0110748486534367	PSMD1	2	231921692
cg04383274	0.0560691405812022	DNAJC28	21	34863711
cg04384208	0.752399063957859	FCGR3A	1	161519396
cg04384398	0.0579878949747882	PMM1	22	41986333
cg04385519	NA	ADCY9	16	4167460
cg04386405	0.103040225093533	ZNF83	19	53141394
cg04387658	0.52151630332792	CD86	3	121775080
cg04388983	0.0447784730456006	P2RY2	11	72929844
cg04389838	0.0800871971684764	ZNF501	3	44770851
cg04391111	0.796037079889512	TP73;WDR8	1	3568004
cg04391540	0.779743081582029	ZNF541	19	48048129
cg04391736	0.00778672237277961	COG8;NIP7	16	69373674
cg04393897	0.0214443149920607	BAT2L2	1	171454518
cg04394101	0.464575581238466	NA	NA	0
cg04394102	0.10600691082651	NA	NA	0
cg04394967	0.112515826604215	RDH12	14	68189457
cg04396791	0.836695589176463	SHANK2	11	70508180
cg04397441	0.0804722371754547	OGT;BCYRN1	X	70753023
cg04398275	0.903091774419333	SBNO1	12	123834817
cg04398282	0.762370025077973	STAP1	4	68424256
cg04398978	0.0676130279229215	CBX4	17	77814064
cg04400030	0.0301349076677782	SNX1	15	64387986
cg04401436	0.0127966435293991	SLC38A9	5	55007918
cg04402021	0.0240162995065981	POLR2E	19	1094921
cg04402875	0.00993710847656667	RET	10	43572795
cg04404982	NA	ITGAL	16	30483287
cg04405541	0.899285322285199	C20orf114	20	31870405
cg04409427	NA	KCNE2	21	35736023
cg04409945	NA	PSMB3	17	36908629
cg04410834	0.012826294873131	ABCG4	11	119019845
cg04410862	0.0725541460243553	E2F7	12	77459091
cg04411625	0.00647528106379544	CRIP1	14	105953462
cg04413148	0.950977358870023	CTRL	16	67965867
cg04413397	0.0142507409825336	NMNAT1;LZIC	1	10003059
cg04413986	0.0232911750936707	NACA	12	57119373
cg04415689	0.884674972189814	ANO7	2	242128250
cg04416752	NA	ST6GALNAC4	9	130679027
cg04418492	0.101872275244268	CYP7B1	8	65711327
cg04418752	0.0314386498544274	PAICS;PPAT	4	57301960
cg04418771	NA	COPS4	4	83955829
cg04419707	0.0242522017139191	RPL3;SNORD43	22	39716223
cg04420907	0.028588179167545	WDR16;STX8	17	9480215
cg04422896	0.0150838552675918	C12orf43	12	121454269
cg04424621	0.0573719382378339	HIST1H2BJ	6	27101941
cg04425624	0.0684284724097702	TNF	6	31543565
cg04428453	0.837376985620538	ACSM5	16	20420652
cg04428853	0.0114422281312539	TMEM110	3	52931532
cg04429140	NA	AARSD1;RUNDC1	17	41132427
cg04430204	NA	STK36;RNF25	2	219537816
cg04431054	0.0269619089031154	PRRC1	5	126853024
cg04431133	0.153189134078323	RPL36AL;MGAT2	14	50088598
cg04431776	0.35278479116547	NA	NA	0
cg04432009	0.547924701307209	LYL1	19	13213688
cg04433306	0.0277820445186559	UBE2H	7	129592730
cg04434339	0.437172369966739	ST6GAL2	2	107503547
cg04435377	0.960073642386885	ZDHHC8P	22	23744094
cg04435420	0.0298146241371992	SGCD	5	155754009
cg04436474	0.0362398117082436	RBM6	3	49977685
cg04437590	0.0988204360248403	NDUFA5	7	123198030
cg04438497	0.292567024849686	MTL5	11	68519252
cg04439215	0.750482559185768	KCTD4;GTF2F2	13	45768901
cg04443324	0.919794940012062	FAT2	5	150948306
cg04444006	0.0281732384502837	ARFGAP2	11	47198757
cg04444771	0.0346297642669652	C10orf10;RASSF4	10	45473712
cg04446579	0.313655480396151	ANKRD45	1	173639071
cg04447123	0.0145061020036571	RHOBTB2	8	22857672
cg04447890	0.0648982261176757	GPR177	1	68697988
cg04448487	0.0734177452698722	GDAP1L1	20	42875777
cg04450876	0.293431138301762	GTSF1	12	54866945
cg04451770	0.168405913487797	ENTPD1	10	97515372
cg04451988	0.17412927101399	FAM171A1	10	15412706
cg04452095	0.0532880108791018	SEPT9	17	75315868
cg04452713	0.343848994632099	DST	6	56707687
cg04453065	0.0137948968952488	CYR61	1	86046661
cg04454050	0.572783885558402	TREML1	6	41122081
cg04454259	0.0622557910944658	CBR3	21	37507390
cg04454391	0.00796603552902284	NDUFAB1	16	23607818
cg04454951	0.161457307762475	VWC2	7	49813031
cg04455064	0.0174396162324389	TUFM	16	28857889
cg04455759	0.894847106781982	TIMM8B;SDHD	11	111956131
cg04455999	0.590370070443008	FAM70A	X	119444838
cg04456238	0.788712709291852	WT1	11	32450104
cg04457051	0.112754004374369	SCOC	4	141178469
cg04457481	0.833456558780693	GNAS;GNASAS	20	57426835
cg04457794	0.55120290685109	CTSE	1	206317654
cg04457979	0.412603508908665	KCNQ1DN	11	2890647
cg04458139	0.0184624990156741	OTUD6B	8	92082487
cg04458548	0.0622696769569577	FETUB	3	186356700
cg04459030	0.824565167355887	GHRH	20	35885149
cg04460372	0.0203653242881476	ST6GALNAC6	9	130661175
cg04461705	0.0572783512897715	LOC375190;PFN4	2	24346867
cg04461802	0.0538288816009967	GPR126	6	142623433
cg04462209	0.0285233523204919	KLHL12	1	202896493
cg04463638	0.735225652166019	CLDN5	22	19512712
cg04464446	0.864954433325479	GAL	11	68452845
cg04464465	0.00876727990150988	CDK2AP1	12	123755775
cg04464559	0.0158318542420865	PDSS2	6	107780641
cg04466253	0.00791434908688635	ACBD5	10	27529581
cg04466273	0.01006223667966	TBK1	12	64845556
cg04466870	0.0174374610254841	SFXN4	10	120925180
cg04467034	0.0229252858116507	ANKRD10	13	111567140
cg04469303	0.0121446269809345	PRDM15	21	43299431
cg04469686	0.253640935862776	HSD17B7	1	162760199
cg04471507	0.0629864719341005	STMN1	1	26233376
cg04473030	0.943186384160338	MGMT	10	131354782
cg04473302	0.0329146329305937	SLC26A4;LOC286002	7	107301217
cg04474832	NA	ABHD14B;ABHD14A	3	52008487
cg04478795	0.0765693071489418	SMO	7	128828120
cg04480914	0.00660349085186464	PPP2R5B	11	64692198
cg04481779	0.031246611723061	IL20RA	6	137366125
cg04482110	0.0753849687638412	TMEM106A	17	41364121
cg04483623	0.0139432809496638	THOC5	22	29949575
cg04483754	NA	NOS2	17	26128980
cg04484789	0.597889015958109	KRT26	17	38928324
cg04485075	0.0319593865402873	KLHL17;NOC2L	1	894587
cg04485603	NA	CLOCK	4	56376410
cg04486568	0.0191405499266688	ETS2	21	40178431
cg04488521	0.395096679458964	ZNF354C	5	178487716
cg04488527	0.618111600100322	KLHL34	X	21675867
cg04488758	0.838313901056021	USP44	12	95945366
cg04490516	0.0172347582142224	MLST8	16	2255169
cg04490714	0.58447867160988	SLC6A2	16	55690564
cg04491089	0.0497209351757397	MBTPS1	16	84151300
cg04491443	0.973219008489142	PDILT	16	20415966
cg04493740	0.143034357480586	SLC25A14	X	129474199
cg04495969	0.0156815174298139	FBXO11	2	48132005
cg04496615	0.00578415465799513	PPP3R1	2	68479620
cg04497885	0.0138332826263348	GSK3A	19	42747008
cg04498032	0.0891395439331661	CLK2	1	155242826
cg04498511	0.955612096719887	ZC3H11A	1	203768441
cg04498679	0.301097145356489	C2	6	31895598
cg04498739	0.145172487646451	PDK4	7	95226308
cg04499325	0.272373346911234	EPDR1	7	37960317
cg04499381	0.478102856977765	SASH3	X	128913671
cg04502814	0.0283145834842006	SEPP1	5	42811952
cg04504095	0.03242955764199	FOXC1	6	1610688
cg04505023	0.133277122288992	SPRR1A	1	152956186
cg04506546	0.00716963115546822	SLC35C2	20	44992831
cg04506628	0.0433807062209004	SNRPC	6	34725359
cg04507972	0.0168033467129912	NA	NA	0
cg04508286	0.0261044759256768	SEPT7	7	35840410
cg04508649	0.916598724657991	MTOR;ANGPTL7	1	11249046
cg04510262	0.013587001370354	PTPN2	18	12884175
cg04511195	0.980127424900183	FZR1	19	3523009
cg04511534	0.432664413629009	GGT6	17	4463371
cg04513422	0.441359672685334	C13orf29	13	111522314
cg04513669	0.0169744658172664	SH3GLB1	1	87169962
cg04513728	0.0444205293721169	MRPS18B;PPP1R10	6	30584980
cg04514469	0.63035504574557	C14orf49	14	95942666
cg04514981	0.0198235792081011	INO80C	18	33077497
cg04515001	0.0653278228047654	KAAG1;DCDC2	6	24358236
cg04515567	0.948398746322984	FOXH1	8	145701568
cg04515986	0.154871265795805	FTHL17	X	31089692
cg04517429	0.205763200597542	DCHS2	4	155413618
cg04518106	0.0227206217772821	RPL26	17	8286519
cg04518155	0.292208387252608	C4orf27	4	170679294
cg04518808	0.0355652290810294	PRKCG	19	54384822
cg04520084	0.0217031228554832	CCNC	6	100016357
cg04520391	0.139185205179676	NA	NA	0
cg04523589	0.940622691260768	CAMP	3	48265146
cg04525496	0.221474378487899	VCAN	5	82767526
cg04525773	0.0185153708323599	DBF4;SLC25A40	7	87506040
cg04527363	0.0588700802532679	GRM7	3	6902337
cg04527918	0.85801198533032	UCN	2	27531170
cg04527989	0.850127118297505	PTCD2;MRPS27	5	71614752
cg04528819	0.90816471995096	KLF14	7	130418315
cg04529955	0.0173000836965115	SLC10A7	4	147442738
cg04531254	0.0535393565150631	TMEM136	11	120195822
cg04531710	0.00669160955736336	EIF4G1	3	184032412
cg04532229	0.0268254801781805	SLC9A2	2	103235411
cg04532952	0.8413103527618	CA4	17	58227745
cg04533291	0.946065369927243	CIAO1;TMEM127	2	96930398
cg04533591	0.247024793813008	RPL39	X	118926128
cg04534765	0.666718451193119	GALR1	18	74962369
cg04536575	0.0337559848928904	C14orf50	14	65016802
cg04536922	0.0829039360742424	FAM13A	4	89978566
cg04536998	0.0239904519068234	CUL4A;PCID2	13	113863227
cg04541078	NA	ARCN1	11	118442899
cg04541293	0.277780518133025	PTPRT	20	41819125
cg04541607	0.79572624807751	CRYBB1	22	27013978
cg04542415	0.0102992597896007	ZFP64	20	50808759
cg04542938	0.0160637552884075	ATXN1	6	16762468
cg04543012	0.049155136876907	TFCP2	12	51566569
cg04544154	0.890766087439922	ELF4	X	129245509
cg04544498	0.075765951280548	MAGEE1	X	75647859
cg04545159	0.440899284533002	PIR;FIGF	X	15403117
cg04545516	0.100658653447603	SEMG1	20	43836061
cg04545708	0.604877872732631	NA	NA	0
cg04548378	0.220104565386518	CDKN1C	11	2906285
cg04548841	0.0503885905936033	CNIH4	1	224545223
cg04549333	0.513964135205001	ALX4	11	44325823
cg04551655	NA	GPN1;CCDC121	2	27853316
cg04551925	0.324609819218384	AQP1	7	30951740
cg04553232	0.0205668364433641	KAL1	X	8700576
cg04553559	0.0211056168975555	ZNF703	8	37552657
cg04555771	0.353351158100322	CACNA2D2	3	50540137
cg04555836	NA	MYO6	6	76458633
cg04556854	0.0383652438691619	BBS12;LOC729338	4	123653523
cg04557383	0.64806537864183	NA	NA	0
cg04557868	0.0736912660210212	NA	NA	0
cg04558553	NA	UGT2B7	4	69960869
cg04558861	0.0116843929791764	LIN37	19	36239412
cg04559909	0.197897405612977	CXCL5	4	74864725
cg04561804	0.0606444975285077	LOC100128164;SEC62	3	169683976
cg04562739	0.00639697585085546	CDS2;PCNA	20	5107446
cg04563996	0.310161458609135	ARHGEF3;SPATA12	3	57093519
cg04564030	0.0531545766211687	CDH7	18	63417392
cg04564646	0.0137893488280912	MOV10	1	113217655
cg04565661	0.0154108929694007	SEMA5B	3	122747440
cg04567009	0.816521226568157	FCGR3B	1	161600769
cg04567315	NA	CLUL1	18	596703
cg04568580	0.440582258889571	NA	NA	0
cg04569233	0.60892713790567	CX3CR1	3	39321449
cg04569804	0.769658819857626	CSF1R;PDGFRB	5	149493814
cg04570669	0.279313615511294	ODAM	4	71063474
cg04572898	0.0190541192448232	AEN	15	89164981
cg04574442	0.015986823184545	ALG8	11	77850977
cg04574507	0.127269590434542	CD1B	1	158301038
cg04574723	0.413049174173631	P2RY4	X	69479214
cg04575343	0.0164871744676308	SLC2A13	12	40499262
cg04576021	0.390720107937461	HLA-DOB	6	32784255
cg04576203	0.0217094928520226	HTRA2;AUP1	2	74757825
cg04576855	0.00855125810623776	SERTAD2	2	64880738
cg04577715	NA	SPINK1	5	147211181
cg04578090	0.816584022676534	PROCA1	17	27039523
cg04581377	0.0195186797693534	SLC35F2	11	107730489
cg04582295	NA	SGCA	17	48242070
cg04582843	0.0189091468518719	VAV2	9	136857244
cg04582938	0.652115056709848	UAP1L1	9	139971429
cg04583874	0.436516453541809	LY6H	8	144242268
cg04584523	0.916393762376323	NA	NA	0
cg04585992	0.0194662439882383	TRAPPC6B	14	39639574
cg04586023	0.596353732263848	HDAC10	22	50690380
cg04586563	0.967116722347218	DIP2C	10	736974
cg04587829	0.152133372094829	FN3K	17	80692947
cg04587910	NA	NHEJ1	2	220025744
cg04588079	0.00691249064319282	HEBP1;HTR7P	12	13153012
cg04589904	0.0186045198612409	NA	NA	0
cg04589975	0.00875602327647491	C2orf42	2	70418186
cg04590931	0.00734847405047215	PHF15	5	133861743
cg04590978	0.247897760045761	CCNJ	10	97802941
cg04592706	0.919903625615251	ABCA4	1	94586592
cg04595021	NA	LOC642852	21	46716835
cg04595372	0.906213798210811	CRISP2	6	49681233
cg04595835	0.172676016220329	WDFY3;C4orf12	4	85888263
cg04597449	0.656476458435602	GPR150	5	94955575
cg04598121	0.557549384130757	PENK	8	57358505
cg04598744	0.0107424037894289	LMBRD1	6	70506758
cg04599297	0.116380681218901	GAD2	10	26505442
cg04600076	0.0491248454208978	NA	NA	0
cg04600406	0.03228428437188	UQCR	19	1605414
cg04600618	0.0151420205758658	RSPH9	6	43612980
cg04601137	0.536761891540113	ADAMTSL5	19	1512314
cg04603031	0.492865002831858	CHRNA3	15	78913156
cg04603184	0.318818533271364	RNF182	6	13924929
cg04605667	0.048228794002683	SIAH2	3	150481783
cg04609640	0.547778481735361	BEST4	1	45254092
cg04609859	0.579124998310371	HOXB4	17	46655736
cg04612566	NA	C8orf31	8	144120706
cg04613080	NA	CNGA2	X	150903211
cg04613791	0.0524408635001341	FKBP1A	20	1373260
cg04614339	NA	CFHR3	1	196743672
cg04614380	0.00603318350139277	SEMA3F	3	50192449
cg04616566	0.918019603215363	THSD4	15	72020560
cg04616963	0.147078961559458	NA	NA	0
cg04618528	0.903087116178874	KRT36	17	39645876
cg04618607	0.0190673515896178	SQLE	8	126011005
cg04619381	0.0674826147670028	PRR15	7	29603121
cg04619854	NA	UBXN2A	2	24162667
cg04619859	0.00961456164805245	C7orf49	7	134855396
cg04621255	0.0825284984359574	ENDOG	9	131581398
cg04622802	0.0796718764670766	FIBIN	11	27015872
cg04623168	0.0150897230444168	NAA25	12	112546260
cg04623837	0.714375593128597	HCG9	6	29943414
cg04623955	0.747523358997439	DIO3	14	102026376
cg04624659	0.188783455044761	NA	NA	0
cg04626574	0.0215055957149841	HPS4;SRRD	22	26879726
